NO,제목,작성자,작성일,조회수,첨부파일,url,content
12186,[공지사항-비교과] [학생상담센터] 집단프로그램 및 워크숍 - 메디컬캠퍼스 아로마테라피,학생상담센터,2023-04-19,72,1,https://www.gachon.ac.kr/commonNotice/kor/85761/artclView.do,"메디컬캠퍼스 학생상담센터  집단프로그램 및 워크숍 [아로마 테라피 - 나만의 향수 만들기]     1. 대상 메디컬캠퍼스 재학생 20명 ※ 수량이 정해져 있으므로 꼭 참여할 학생만 신청해 주세요  2. 일정 2023.05.03.(수),  오후 3시~5시  3. 접수기간 04.19.(수) ~ 04.26.(수)  4. 장소 간호대 209호 (대면으로 진행)  5. 활동 혜택 비교과 마일리지 지급(5점), 개별 제작한 향수 증정  6. 신청방법 비교과 윈드시스템 (프로그램 신청→ 심리/상담/진단→메디컬캠퍼스 아로마테라피) 신청  https://wind.gachon.ac.kr/ko/program/career/view/4830   7. 문의방법 메디컬캠퍼스 학생상담센터 - 이메일(mhuman@gachon.ac.kr) - 전화(032-820-4034)"
12185,"[장학공지] 2023-1학기 국가근로 ""개포도서관"" 근로장학생 최종 선발 및 유의사항 공지",장학·복지팀,2023-04-18,528,4,https://www.gachon.ac.kr/commonNotice/kor/85757/artclView.do,"2023-1학기 국가근로 ""개포도서관"" 근로장학생 최종 선발 및 유의사항을 아래와 같이 공지하오니 해당 학생은 반드시 확인하고 관련사항을 시행하여 주시기 바라며, 아울러 근로지 담당자와 사전 연락하여 근로시간 및 세부사항(담당업무 등)을 협의하여 주시기 바랍니다.                                 [ 04.21(금)부터 근로활동이 가능하며, 출근시간 및 근로시간 등은 배정근로지 담당자와 협의 바람]                                                            개포도서관 이연진 ☎02-3460-8245 (업무 관련 및 근로시간 관련 문의 등)   1. 최종 선발 현황 : ""붙임1.선발 대상자 명단"" 참조  2. 근로장학생 행정프로세스 : ""붙임2.행정 프로세스"" 참조  3. 안내사항  가. 장학금액: 시간당 11,500원 (교외근로)  나. 근로기간 및 근로시간    1) 근로기간     구분  근무지  근무기간  비고    교내  학과실험실습실  학기+방학  의무근무  23.04.03(월)~06.21(수)  연속근무 가능 여부에 대한 수요조사는 6월 초 예정    연속근무가능  23.04.03(월)~06.30(금)    행정부서  학기+방학  의무근무  23.04.03(월)~06.21(수)    교외  외부기관  연속근무가능  23.04.03(월)~06.30(금)        2) 근로시간     1일 최대  주당최대  학기당 최대 (학기중+방학중)  비고 (학기당 520시간 준수 예외 대상자)    학기중  방학중    8시간  20시간  40시간  520시간  장애인, 다자녀가구, 다문화·탈북가구, 국가유공자, 부모 중 한 분이 장애인 중증환자, 학업육아 병행 학생, 장애대학생 봉사유형 (단, 1일 및 주당 최대 근무가능 시간은 예외 없음)       ※ 주요 유의사항1 [중식시간 <12:00 ~ 13:00> / 석식시간 <18:00 ~ 19:00>]   - 교외 : 해당 근로기관의 근무 운영시간 범위 내에서 (중·석식시간) 제외 근무   ★ 예시 : 9시에서 15시까지 근로 할 경우 > 09:00 ~ 12:00 / 13:00 ~ 15:00 총 5시간 근무    ※ 주요 유의사항2   - 재학생 신분으로만 근로 가능 (휴학 시, 근로 불가)   - 부정근로 및 개인 사유에 의하여 중도 포기 시 추후 국가근로장학생 선발 제한 및 관련 후속 조치 시행      유형  정의  비고    부정근로  허위근로  근로를 하지 않고 출근부를 입력한 경우  - 부정근로 대상자 발생 시, 학생상벌위원회 회부 및 관련 제재 조치 시행 - 한국장학재단 통보에 따른 부정수급자는 통보받은 학기를 포함하여 1년간   교내·외 장학금 및 국가장학금 2유형 등에 대하여 추천 및 지급 제외    대체근로  실제 근로시간과 출근부 입력시간이 상이한 경우    대리근로  장학생이 아닌 타인이 근로를 대신한 경우       ★ 주요 유의사항 외 세부내용은 ""붙임3 안내자료"" 및 ""붙임4 사전교육자료"" 참조 후 반드시 숙지 바라며,        숙지 미비에 따라 발생하는 문제는 본인 책임이니 이 점 반드시 유의 바랍니다.  4. 기타사항   가. 모바일 출근부는 근로한 당일에 입력해야 합니다.   나. 교내·외 근로자는 매월 말에 「온라인출근부(출력물)」을 교내·외 근로지(기관) 담당자 및 책임자에게 확인(결재)를 받아 다음달 4일까지       원본을 대학 장학담당자에게 제출하여야 합니다.    ※ 온라인출근부(출력) : 학생포탈(www.kosaf.go.kr)      [ 장학금 → 국가근로장학금 → 근로장학관리 → 출근부관리 → 월별 일 출근부 → 인쇄2번(클릭)→본인 서명, 담당자 및 책임자 확인 (결재) ]    다. 근로는 양측(근로기관·근로학생)의 근로조건 (예 : 근로시간, 특정기능 등)에 맞아야 하며, 어느 일방의 입장만으로 시행 하기에는 문제점이         발생할 수 있어 선발 이후 선발 결과가 변동 될 수 있으니 이점에 대한 양해를 바랍니다.  5. 문의처 : ☎ 031-750-8945, ☎ 031-750-5130, ☎ 031-724-4497, ☎ 031-750-8947    붙 임    1. 선발대상자 명단(개포도서관)  2. 국가근로 장학생 행정 프로세스  3. 23-1학기 국가근로장학금 (사업) 안내자료 (최종)  4. 23-1학기 국가근로장학금 사전교육자료"
12184,[취업소식] 2023-하계(단기) 표준현장실습학기제 실습생모집_(주)펀앤쇼핑,현장실습지원센터,2023-04-18,188,0,https://www.gachon.ac.kr/commonNotice/kor/85751/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  (주)펀앤쇼핑  업종  서비스업    소재지(본사)  서울시 영등포구 당산로 41길 11, 당산SK V1센터 W동 1304호  직원 수  11명    모집전공  경영(마케팅) 등  모집 인원  1명    지원자격 및 우대사항  하계+2학기 6개월 신청자 우대    실습부서  커머스사업부  직무명  상품관리    실습내용  *온라인 오픈마켓 운영사이트 관리 및 관련 온라인 커뮤니케이션 *온라인 오픈마켓 플랫폼 운영기획 지원 및 B2B 온라인 프로세스 실무 경험 *온라인 오픈마켓 상품관리 *온라인 마케팅 *온라인 쇼핑몰 운영관련 아카데미 평생교육원 교육 운영 지원    기타사항      실습기간  2023. 06. 22 ~ 2023. 12. 21 *실습종료일 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,510,000 원  교비장학금  월 400,000원    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.07(일) 자정 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  job.gachon.ac.kr  ▶ 이력서 및 자기소개서 등록 ▶ 실습기관 조회  ▶ [2023-하계]단기 현장실습학기제(취업진로처) 클릭 ▶ (주)펀앤쇼핑    접수서류  job.gachon.ac.kr에 이력서 및 자기소개서 등록    접수처  job.gachon.ac.kr ▶ [2023-하계]단기 현장실습학기제(취업진로처)    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12183,[공지사항-기타공지] 제18회 장대익 교수와 함께하는 Book '공감' 콘서트 안내,학술정보지원팀,2023-04-18,670,1,https://www.gachon.ac.kr/commonNotice/kor/85746/artclView.do,"중앙도서관에서는 제18회 장대익 교수와 함께하는 Book '공감' 콘서트를 진행하오니 많은 관심과 참여바랍니다.  강연도서 : 공감의 반경  주      제 : 디지털 부족 사회, 왜 공감이 문제이며 해결책인가?  일      시 : 2023. 5. 2(화) 15:00 ~ 17:00  장      소 : 국제홀  대      상 : 가천대학교 구성원 및 성남시민 (강연 40분 전부터 입장)  사전신청 :  http://ksurv.kr/?b=23937  * 문의 : 학술정보지원팀 031-750-5226"
12182,[공지사항-기타공지] 2023학년도 후기 일반대학원 신(편)입생 모집 안내,일반대학원,2023-04-18,197,1,https://www.gachon.ac.kr/commonNotice/kor/85745/artclView.do,"1. 모집과정 및 인원   가. 일반학과전형(정원 내)     - 석사학위과정 : 00명     - 박사학위과정 : 00명   나. 첨단학과전형(정원 내)     - 석사학위과정 : 81명     - 박사학위과정 : 13명   다. 각 전형 및 과정별 정원은 별도 배정하여 운영   라. 일반학과전형과 첨단학과전형에 동시 지원할 수 있으며, 동시 합격할 경우 지원자의 선택으로 결정함   마. 편입학(석사학위과정 및 박사학위과정) : 잔여석 범위 내에서 모집   ※ 정원외(외국인) 전형은 국제교류처에서 별도의 전형으로 진행하여 선발(Tel : 031-750-5838, 8888)  2. 전형일정   가. 원서교부 및 접수 : 2023. 5. 8(월) ~ 5. 26(금) 16:00까지   ※ 방문접수 및 우편접수, 온라인 접수(학교 홈페이지)   ※ 온라인 접수시에도 지원서를 포함한 모든 서류는 원본으로 일반대학원 행정실에 제출해야 함   나. 전형일 : 2023. 6. 7(수) ~ 6. 9(금)   다. 합격자 발표 : 2023. 6. 23(금)   라. 합격자 등록기간 : 2023. 6. 26(월) ~ 7. 7(금)   마. 문의처 / 담당부서 : TEL 031-750-5849 / 일반대학원 행정실.  끝."
12181,[장학공지] ★[졸업시까지전액]2023년 국가우수장학(이공계) 장학생 성적우수 장학금(신입생) 신청기간 연장★,장학·복지팀,2023-04-18,800,4,https://www.gachon.ac.kr/commonNotice/kor/85739/artclView.do,"가. 대상자 : 자연과학 및 공학계열 학과(부) 1학년 신입생 (3학년 재학생은 신청마감)  나. 추천기준 _ 성적우수유형(1학년) : 배정인원 14명      - 고교우수 : (일반고) 수학,과학 교과목성적이 석차등급 3등급이내인 과목 24단위 이상 이수      - 수능우수 : 수학 1등급 + 과학탐구 2과목(1등급+3등급이내)  다. 지원규모 : 졸업시까지 매학기 대학 등록금 전액 지원  라. 의무종사제도      - 이공계 국가우수장학생은 졸업 후 장학금 수혜기간만큼 이공계에 진학ㆍ취업ㆍ창업하여 의무적으로 근무해야함     - 이공계 이외의 분야로 전공을 변경하거나, 의무종사 인정분야에 종사하지 않거나, 미취업하는 경우 장학금 전액 환수     ※ 2023년도 이공계 우수학생 국가장학사업 환수 업무처리기준(안) 반드시 확인   마. 신청방법      1) 신청기한 : 2023.04.19(수) 15:00 까지 (*기존 신청기한내 신청자가 우선선발 될 수 있음)     2) 제출서류 : (1)신청서 (2)개인정보활용동의서(붙임양식)                         ※ 신청서상의 학과장 서명은 생략 (추후 장학복지팀에서 일괄처리 예정)     3) 제출방법 : 장학복지팀 방문 (비전타워 B 1층 학생서비스센터_ 파스쿠치 뒷편)  선발절차 안내 1. 학생신청 2. 대학추천(4/20 학생에게 개별연락) 3. 학생의 한국장학재단 장학금 신청 (4/20) 4. 한국장학재단 선발_(선발오류 외에 신청자 전원 선발)"
12180,[공지사항-기타공지] 2023년 5월 각 군 현역병 모집계획,연대본부,2023-04-18,161,1,https://www.gachon.ac.kr/commonNotice/kor/85735/artclView.do,2023년 5월 각 군 현역병 모집계획입니다. 첨부 파일을 참고하세요. 지원 문의 : 경인지방병무청 현역입영과 (전화: 031-240-7341~7)
12179,[장학공지] RE:[생활비] 2023학년도 (재)형남진장학재단 장학생 신청 안내,학생복지팀,2023-04-18,157,0,https://www.gachon.ac.kr/commonNotice/kor/85733/artclView.do,2023학년도 (재)형남진장학재단 장학생 선발 결과 안내  2023***23 서*리
12178,[장학공지] 2023년도 상반기 강화군 대학생 등록금 지원 사업 안내,장학·복지팀,2023-04-18,173,2,https://www.gachon.ac.kr/commonNotice/kor/85732/artclView.do,"강화군의 요청에 따라, 군민의 고등교육비 부담을 경감 및 지역인재를 육성하고자 시행하는 '2023년도 상반기 강화군 대학생 등록금 지원 사업'을 아래와 같이 안내합니다.  1. 지원시기 : 2023학년도 1학기 2. 지원내용    - 학교 및 한국장학재단 등 다른 기관이나 단체에서 받는 지원액을 제외한       학기별 실질 본인 등록금 부담액에 대하여 소득에 따라 차등지급    - 학기별 최대 100만원(연 200만원 한도), 등록금은 필수경비(입학금, 수업료)만 해당 3. 지원금액(비율), 지원횟수 : 첨부참조 4. 접수기간 : 2023. 4. 17.(월) 09:00 ~ 5. 4.(목) 18:00 5. 접수방법 : 방문접수 또는 e메일접수   - 방문접수 : 주소지 각 읍·면사무소 및 자치교육과      - e메일 : ghedu@korea.kr 6. 접수문의 : 강화군청 자치교육과 교육지원팀 (032)930-3329 7. 기타사항 : 자세한 사항은 첨부 사업안내 및 강화군청 홈페이지 참조"
12177,[장학공지] 2023년 5·18기념재단 5·18희망장학생 선발 안내,장학·복지팀,2023-04-18,292,2,https://www.gachon.ac.kr/commonNotice/kor/85731/artclView.do,"5.18기념재단의 요청에 따라, 2023년 5.18희망장학생 선발을 아래와 같이 안내합니다.    1. 대상    ① 5·18민주화운동을 제외한 민주화운동 및 국가폭력 피해 (유)자녀 대학생    ② 사회봉사 및 공동체 기여활동자 2. 지원내용 : 장학금 100만원/인당 지원(생활비 장학금) 3. 접수기간 : 2023.5.1.(월) ~ 5.9.(화).15:00 4. 문의 및 접수처 : 5‧18기념재단 장학사업 담당자     - 주 소 : (61965) 광주광역시 서구 내방로 152, 1층 5‧18기념재단     - 이메일 : remember518@518.org / leed0309@518.org     - 전 화 : 062-360-0514 5. 기타사항 : 자세한 내용은 첨부 또는 5.18기념재단 홈페이지 참조"
12176,[공지사항-기타공지] [가천대학교 아시아문화연구소] 전문가초청강연회 '한류의 성과와 과제 : K컬처를 어떻게 볼 것인가' (4.28.금.오후3시 웹엑스 개최),아시아문화연구소,2023-04-17,195,1,https://www.gachon.ac.kr/commonNotice/kor/85704/artclView.do,"가천대학교 아시아문화연구소 전문가 초청 강연회  한류의 성과와 과제 : K컬처를 어떻게 볼 것인가  강연자 : 정길화 (한국국제문화교류진흥원 원장) 일시   : 2023.4.28.(금) 오후 3시-4시 30분 장소   : 웹엑스를 활용한 온라인 개최  회의장 링크 : https://gachon.webex.com/meet/asia   가천대 아시아문화연구소에서는 2019년부터 <아시아 대중문화와 한류의 상호 이해에 기반한 인문학 교육>이라는 아젠다 하에 대중문화에 관한 연구·교육 활동을 중점적으로 진행하고 있습니다. 특히 본 연구소에서는 정기적으로 다양한 분야의 전문가 초청 강연회를 개최함으로써 연구와 교육의 연계를 도모하기 위해 노력하고 있습니다.   이번 전문가 초청 강연회에서는 한국국제문화교류진흥원(KOFICE)의 정길화 원장을 모시고 한류의 성과와 미래에 대한 이야기를 듣는 시간을 마련했습니다.  한국국제문화교류진흥원은 문화체육관광부의 국제문화교류 전담기관으로서, 한류 활성화를 위한 다양한 활동을 전개하며 한류 문화 진흥에 기여하고 있습니다.  또한 정길화 원장은 MBC  등을 연출한 교양PD 출신으로, K-콘텐츠 산업 현장을 몸소 체험하며 탐색해온 성과를 <오징어게임과 콘텐츠 혁명>(인물과사상사, 2022) 등의 저서를 통해 지속적으로 발신해온 바 있습니다. 대중문화와 한류에 대한 새로운 시각을 얻을 수 있는 소중한 기회가 될 이번 강연회에 많은 관심과 참여를 부탁드립니다.  ※ 윈드(WIND) 시스템을 통해 참여하는 학생들은 비교과 마일리지 적립이 가능합니다.  문의 : 가천대학교 아시아문화연구소   031) 750-8572   asia@gachon.ac.kr"
12175,[취업소식] 2023-하계(단기) 표준현장실습학기제 실습생모집_엠오디 호텔 카푸치노,취업지원팀,2023-04-17,159,0,https://www.gachon.ac.kr/commonNotice/kor/85702/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  엠오디 호텔 카푸치노  업종  호텔, 숙박업    소재지(본사)  서울 강남구 봉은사로 155 호텔 카푸치노  직원 수  104명    모집전공  관광경영 등  모집 인원  2명    지원자격 및 우대사항  보건증 필수 *외국어(영어, 일어) 회화 가능자 우대 하계+2학기 6개월 신청자 우대    실습부서  식음팀  직무명  F&B서비스    실습내용  *레스토랑 홀서비스 진행（접객 및 서비스 방법 교육진행 및 돌발상황 대처능력 훈련) *카페 바리스타 음료제조 (다양한 커피음료 제조 훈련) *바 바텐더 음료제조 및 바서비스 진행(칵테일 제조 및 바텐더 서비스방법 교육진행) *F&B 위생교육 (재고파악 및 유통기한, 위생관련 교육 진행)    기타사항      실습기간  2023. 07. 01 ~ 2023. 12. 31 *실습종료일 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,510,000 원  교비장학금  월 400,000원    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.07(일) 자정 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  job.gachon.ac.kr  ▶ 이력서 및 자기소개서 등록 ▶ 실습기관 조회  ▶ [2023-하계]단기 현장실습학기제(취업진로처) 클릭 ▶ 엠오디 호텔 카푸치노    접수서류  job.gachon.ac.kr에 이력서 및 자기소개서 등록    접수처  job.gachon.ac.kr ▶ [2023-하계]단기 현장실습학기제(취업진로처)    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12174,[취업소식] 2023-하계(단기) 표준현장실습학기제 실습생모집_트랜스테크,취업지원팀,2023-04-17,166,0,https://www.gachon.ac.kr/commonNotice/kor/85700/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  트랜스테크  업종  제조업, 자동차 제조업    소재지(본사)  경기도 광주시 오포읍 봉골길 61-8(본사) 경기도 용인시 처인구 포곡읍 마성로 369(실습주소)  직원 수  10    모집전공  기계공학과  모집 인원  2명    지원자격 및 우대사항  * 전공과목 : 기계공학 * 지식 기술 : CATIA * O/A : MS OFFICE(WORD, EXCEL, POWER POINT)    실습부서  기업부설연구소  직무명  차량 개발 프로젝트 현장실습    실습내용  *시험용 차량 제작 보조 *시험용 차량 제작 관련 자료 수집 및 정리    기타사항  -    실습기간  2023. 06. 22 ~ 2023. 08. 31 *실습종료일 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,510,000 원  교비장학금  월 400,000원    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.07(일) 자정 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  job.gachon.ac.kr  ▶ 이력서 및 자기소개서 등록 ▶ 실습기관 조회  ▶ [2023-하계]단기 현장실습학기제(취업진로처) 클릭 ▶  트랜스테크 신청    접수서류  job.gachon.ac.kr에 이력서 및 자기소개서 등록    접수처  job.gachon.ac.kr ▶ [2023-하계]단기 현장실습학기제(취업진로처)    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12173,[취업소식] 2023-하계(단기) 표준현장실습학기제 실습생모집_소프트스피어,취업지원팀,2023-04-17,186,0,https://www.gachon.ac.kr/commonNotice/kor/85697/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  소프트스피어  업종  정보통신, 서비스    소재지(본사)  서울특별시 강남구 선릉로 648, 2층(삼성동, 유라테크빌딩)  직원 수  25    모집전공  AI·소프트웨어학부, 컴퓨터공학전공  모집 인원  1명    지원자격 및 우대사항  - 반응형 웹에 대한 이해 - 웹 접근성, 크로스 브라우징에 대한 이해 - 새로운 기술에 대한 학습 의지    실습부서  개발팀  직무명  프론트앤드 개발자    실습내용  * 방구석연구소/메타브 콘텐츠 관련 프론트개발 * 방구석연구소/메타브 플랫폼 서비스 유지보수 * 반응형 웹 구현    기타사항  - 6개월 이상 근무 가능자 (하계+2학기)  - PHP개발 경험자 - Git/Github 숙련자 - HTML5, CSS3, jQuery 숙련자 - 인터렉티브 UI/UX 개발 경험자 - 포트폴리오 또는 소스코드 공유    실습기간  2023. 07. 01 ~ 2023. 12. 31 *실습종료일 확인 필수  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 1,683,340 원  교비장학금  월 400,000원    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.07(일) 자정 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  job.gachon.ac.kr  ▶ 이력서 및 자기소개서 등록 ▶ 실습기관 조회  ▶ [2023-하계]단기 현장실습학기제(취업진로처) 클릭 ▶  소프트스피어    접수서류  job.gachon.ac.kr에 이력서 및 자기소개서 등록    접수처  job.gachon.ac.kr ▶ [2023-하계]단기 현장실습학기제(취업진로처)    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12172,[취업소식] 2023-하계(단기) 표준현장실습학기제 실습생모집_대명 소노인터네셔널 (비발디파크),취업지원팀,2023-04-17,466,1,https://www.gachon.ac.kr/commonNotice/kor/85693/artclView.do,"신청자격  4~7학기 재학생(5년제 : 9학기까지) ※참여불가 : 2023-1학기 휴학생, 초과학기자, 졸업예정자    기업명  소노 인터네셔널(비발디파크)  업종  호텔·서비스업    소재지(본사)    직원 수  -    모집전공  관광경영학과, 소방설비, 전기공학, 기계공학 등   모집 인원  00명    지원자격 및 우대사항  붙임파일 확인    실습부서  객실분야/식음분야/시설분야  직무명      실습내용  붙임파일 확인    기타사항  ※지원 부서 및 선발에 따라 장소가 상이하니 아래 붙임파일 확인 필수    실습기간  2023. 06. 26 ~ 2023. 08. 06 2023. 07. 10 ~ 2023. 08. 20 6주 ( 일정 변동 가능 )  근무시간  주 40시간(주5일, 1일 8시간)    지원금  기업부담금(세전)  월 2,960,000/6주   교비장학금  월 400,000원    전형절차   서류 전형 ▶면접 전형 ▶ 선발 ※면접 및 선발일정은 기업에서 별도 통보 예정     신청접수 기한  2023.05.25(수) 까지 *접수 이후 일정은 기업별로 별도 안내 예정 *기업에 따라 조기 마감될 수 있음    접수방법  대명소노그룹 홈페이지 ▶ Recruit 채용 ▶ 채용공고 ▶ 산학실습 지원 ▶ 이력서지원 ※크롬접속 필수 https://recruit.daemyung.com/recruit/info.asp    문의  연락처  박원철  031-750-4789  위치  학생서비스센터 취업지원팀  (비전타워 B구역 1층)    박준오  031-724-4551    E-mail  haho1472@gachon.ac.kr pjuno9993@gachon.ac.kr"
12171,[공지사항-기타공지] 2023-하계 단기해외수업 참가자 모집(연장),국제교류지원팀,2023-04-17,395,0,https://www.gachon.ac.kr/commonNotice/kor/85692/artclView.do,"2023학년도 하계 단기해외수업 프로그램 참가자모집을 연장하여 진행합니다. 관심 있는 가천대학교 학생분들의 많은 참여 바랍니다. 프로그램 참가신청 및 세부사항 확인은 WIND 홈페이지 모집공고를 통해 가능합니다.  ▶ 접수기간: ~2023.4.18.(화) 자정까지  ▶ 프로그램 안내    가. 내용: 방학기간 중 가천대와 협정 체결을 맺은 해외대학에서 외국어연수 및 현지 문화체험을 통해 글로벌 가천인으로 거듭나는 프로그램    나. 파견기간: 2023년 7~8월, 3~4주 (파견교별 일정 상이)    다. 프로그램 참여 비용 일체 본인 부담  ▶ 지원자격    가. 1학년 2학기~4학년 1학기 재학생    나. 직전 학기 12학점 이상 이수자 (P/F 과목 포함)    다. 직전 학기 평점평균(GPA) 2.5이상    라. 어학자격: 없음(제출 시 가산점 부여) / 단, 지원하고자 하는 파견교에서 어학성적을 요구할 경우 제출이 필요할 수 있으며 파견교별로 요구하는 어학성적이 상이함  ▶ 참가자 혜택    가. 계절학기 일반선택 3학점 인정(P/F)    나. 프로그램 종료 후 참여 우수자를 선정하여 장학금 지급  ▶ 프로그램 접수: WIND 비교과시스템 공지 (https://wind.gachon.ac.kr/ko/program/all/view/4785)  ▶ 프로그램 관련 문의    카카오플러스채널 '가천대학교 국제교류지원팀':  http://pf.kakao.com/_vuNeK / 메일 문의: suuu02@gachon.ac.kr    문의 가능시간: 평일 9시~17시 30분 (점심시간 12시~13시 제외)"
12170,[공지사항-비교과] [의사소통센터] 외국인 유학생을 위한 <아름다운 한글 쓰기 ‘캘리그라피’>,의사소통센터,2023-04-17,91,5,https://www.gachon.ac.kr/commonNotice/kor/85691/artclView.do,"2023 의사소통 능력 향상 프로그램  외국인 유학생을 위한 <아름다운 한글 쓰기 ‘캘리그라피’>  한국 전통 서예와 디자인의 만남!  한국의 아름다운 글씨 예술인 한글 캘리그라피를 배우고  한글을 배우며 마음에 남았던 한글 문장을 캘리그라피 액자 작품으로 완성해 봅시다.   ◇ 강사: 김진경 (하랑방캘리그라피 대표)  ◇ 참여 대상: 한글 캘리그라피(calligraphy)에 관심이 있는 외국인 유학생            - 자퇴, 졸업, 제적, 휴학, 학기 초과자, 대학원생 참가 불가   ◇ 일시: 4/28(금) 16:00~18:00  ◇ 장소: 비전타워 A구역 B205호  ◇ 신청 방법: WIND 링크에 접속해서 ‘신청하기’ 클릭 또는 센터 메일로 신청  ◇ 신청 링크: https://wind.gachon.ac.kr/ko/program/all/view/4807  ◇ 모집 인원: 30명(실습 수업을 위해 30명 정원으로 운영)  ◇ 혜택:  ① 모든 학생은 수업 시간에 자신이 만든 캘리그라피 작품을 액자로 만들어서 가져갈 수 있습니다. ② 프로그램 종료 후 일주일 내에 홈페이지에서 설문 조사를 마친 학생들은 WIND 마일리지 5점을 받을 수 있습니다.  ◇ 유의 사항:   1. 이 프로그램에는 실습이 포함되어 있습니다. 효과적이고 원활한 실습을 위해 수업은 최초 신청자 30명 정원으로 운영됩니다. 2. 신청자는 이 프로그램을 신청할 때에 이상의 내용을 인지하고 이에 동의한 것으로 간주합니다.  ◇ 문의 사항:  - 의사소통센터(비전타워 A구역 B206호) - 전화: 031-750-8782 - 메일: sotongcenter@gachon.ac.kr"
12169,"[공지사항-기타공지] 2023-2학기, 2023-하계 하와이 어학연수 참가자 모집(추가선발)",국제교류지원팀,2023-04-17,549,0,https://www.gachon.ac.kr/commonNotice/kor/85689/artclView.do,2023학년도 2학기 하와이 프리미엄코스 및 2023학년도 하계 하와이 엘리트코스 참가자를 추가모집 하오니 관심있는 가천대학교 학생들의 많은 참여 바랍니다.   2023-2학기 하와이 프리미엄(장기)코스 모집 링크: https://wind.gachon.ac.kr/ko/program/career/view/4787  2023-하계 하와이 엘리트(단기)코스 모집 링크: https://wind.gachon.ac.kr/ko/program/career/view/4788   모집기간: ~ 4월 18일 (화) 23:59
